user_id,anchor,anchor_label,anchor_group,anchor_description,cosine_similarity,cosine_distance,n_anchor_terms,n_posts,label_majority,targets,channel_id,channel_title,group_label,corpus,source_kind,n_videos,similarity_zscore_within_anchor,distance_zscore_within_anchor
afghanistan_influencers::UCLdP3jmBYe9lAZQbY6OSYjw,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6209136247634888,0.37908637523651123,1,188,influencer,,UCLdP3jmBYe9lAZQbY6OSYjw,Benny Johnson,afghanistan_influencers,afghanistan,influencer,6,3.1641750249933396,-3.1641750249933396
afghanistan_influencers::UCQANb2YPwAtK-IQJrLaaUFw,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6174764633178711,0.3825235366821289,1,9609,influencer,,UCQANb2YPwAtK-IQJrLaaUFw,Brian Tyler Cohen,afghanistan_influencers,afghanistan,influencer,2,-0.11307764341927062,0.11307764341927062
afghanistan_influencers::UCaYw_yJ_YLPEv6zR2c7hgHA,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6168686151504517,0.38313138484954834,1,3658,influencer,,UCaYw_yJ_YLPEv6zR2c7hgHA,The Officer Tatum,afghanistan_influencers,afghanistan,influencer,1,-0.6926465872071491,0.6926465872071491
afghanistan_influencers::UCeJGFZww0__Ln7OFfeYRs4w,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6170337200164795,0.3829662799835205,1,700,influencer,,UCeJGFZww0__Ln7OFfeYRs4w,Compound Media,afghanistan_influencers,afghanistan,influencer,1,-0.53522297725496,0.53522297725496
afghanistan_influencers::UClFSU9_bUb4Rc6OYfTt5SPw,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6170876026153564,0.38291239738464355,1,15611,influencer,,UClFSU9_bUb4Rc6OYfTt5SPw,Philip DeFranco,afghanistan_influencers,afghanistan,influencer,3,-0.48384718541496774,0.48384718541496774
afghanistan_influencers::UCnQC_G5Xsjhp9fEJKuIcrSw,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6162704229354858,0.38372957706451416,1,71485,influencer,,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,afghanistan_influencers,afghanistan,influencer,22,-1.2630088072360908,1.2630088072360908
afghanistan_influencers::UCtoaZpBnrd0lhycxYJ4MNOQ,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6177215576171875,0.3822784423828125,1,3638,influencer,,UCtoaZpBnrd0lhycxYJ4MNOQ,HasanAbi,afghanistan_influencers,afghanistan,influencer,3,0.12061401149892473,-0.12061401149892473
afghanistan_influencers::UCvixJtaXuNdMPUGdOPcY8Ag,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6181957721710205,0.3818042278289795,1,8075,influencer,,UCvixJtaXuNdMPUGdOPcY8Ag,David Pakman Show,afghanistan_influencers,afghanistan,influencer,16,0.5727664449933708,-0.5727664449933708
afghanistan_influencers::UCx_2Vso6Qz76n-w5KV8DZcA,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6202220916748047,0.3797779083251953,1,191,influencer,,UCx_2Vso6Qz76n-w5KV8DZcA,Allie Beth Stuckey,afghanistan_influencers,afghanistan,influencer,2,2.5048144752946766,-2.5048144752946766
afghanistan_news::UC3ScyryU9Oy9Wse3a8OAmYQ,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6179941892623901,0.38200581073760986,1,492,news,,UC3ScyryU9Oy9Wse3a8OAmYQ,FRONTLINE PBS | Official,afghanistan_news,afghanistan,news,1,0.3805618786185321,-0.3805618786185321
afghanistan_news::UC9k-yiEpRHMNVOnOi_aQK8w,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6177857518196106,0.3822142481803894,1,6184,news,,UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,afghanistan_news,afghanistan,news,4,0.1818216750074112,-0.1818216750074112
afghanistan_news::UCJg9wBPyKMNA5sRDnvzmkdg,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6174792051315308,0.38252079486846924,1,4507,news,,UCJg9wBPyKMNA5sRDnvzmkdg,LiveNOW from FOX,afghanistan_news,afghanistan,news,18,-0.11046338852475773,0.11046338852475773
afghanistan_news::UCK7tptUDHh-RYDsdxO1-5QQ,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6170496344566345,0.3829503655433655,1,4589,news,,UCK7tptUDHh-RYDsdxO1-5QQ,The Wall Street Journal,afghanistan_news,afghanistan,news,4,-0.520048932541157,0.520048932541157
afghanistan_news::UCLXo7UDZvByw2ixzpQCufnA,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6170965433120728,0.38290345668792725,1,3634,news,,UCLXo7UDZvByw2ixzpQCufnA,Vox,afghanistan_news,afghanistan,news,1,-0.47532244119373007,0.47532244119373007
afghanistan_news::UCVSNOxehfALut52NbkfRBaA,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6175780296325684,0.38242197036743164,1,3016,news,,UCVSNOxehfALut52NbkfRBaA,Voice of America,afghanistan_news,afghanistan,news,46,-0.016236549066010682,0.016236549066010682
afghanistan_news::UCZaT_X_mc0BI-djXOlfhqWQ,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6166605949401855,0.38333940505981445,1,43295,news,,UCZaT_X_mc0BI-djXOlfhqWQ,VICE News,afghanistan_news,afghanistan,news,9,-0.8909889694212789,0.8909889694212789
afghanistan_news::UCcyq283he07B7_KUX07mmtA,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6169267892837524,0.38307321071624756,1,2141,news,,UCcyq283he07B7_KUX07mmtA,Business Insider,afghanistan_news,afghanistan,news,2,-0.6371789181409626,0.6371789181409626
afghanistan_news::UCzuqE7-t13O4NIDYJfakrhw,biden,Biden,leader,Direct channel proximity to Biden-centered language.,0.6185681223869324,0.3814318776130676,1,3511,news,,UCzuqE7-t13O4NIDYJfakrhw,Democracy Now!,afghanistan_news,afghanistan,news,15,0.927793625993849,-0.927793625993849
afghanistan_influencers::UC-3jIAlnQmbbVMV6gR7K8aQ,war,War,theme,General war framing.,0.3382909893989563,0.6617090106010437,1,7028,influencer,,UC-3jIAlnQmbbVMV6gR7K8aQ,The Majority Report w/ Sam Seder,afghanistan_influencers,afghanistan,influencer,26,-1.6133018194584903,1.6133018194584903
afghanistan_influencers::UCCRNUa9EwvRXMYwUmDi3JtA,war,War,theme,General war framing.,0.33922284841537476,0.6607771515846252,1,975,influencer,,UCCRNUa9EwvRXMYwUmDi3JtA,Chad Prather,afghanistan_influencers,afghanistan,influencer,3,-0.4465886379063823,0.4465886379063823
afghanistan_influencers::UCD8YGIxFCnVqv-ZGqgtVWAg,war,War,theme,General war framing.,0.340118408203125,0.659881591796875,1,6425,influencer,,UCD8YGIxFCnVqv-ZGqgtVWAg,Erick Stakelbeck on TBN,afghanistan_influencers,afghanistan,influencer,7,0.6746769085193836,-0.6746769085193836
afghanistan_influencers::UCIveFvW-ARp_B_RckhweNJw,war,War,theme,General war framing.,0.3388388156890869,0.6611611843109131,1,3067,influencer,,UCIveFvW-ARp_B_RckhweNJw,StevenCrowder,afghanistan_influencers,afghanistan,influencer,2,-0.9274081996781767,0.9274081996781767
afghanistan_influencers::UCJdKr0Bgd_5saZYqLCa9mng,war,War,theme,General war framing.,0.338553249835968,0.661446750164032,1,497,influencer,,UCJdKr0Bgd_5saZYqLCa9mng,The Rubin Report,afghanistan_influencers,afghanistan,influencer,3,-1.2849445213371347,1.2849445213371347
afghanistan_influencers::UCLdP3jmBYe9lAZQbY6OSYjw,war,War,theme,General war framing.,0.3413581848144531,0.6586418151855469,1,188,influencer,,UCLdP3jmBYe9lAZQbY6OSYjw,Benny Johnson,afghanistan_influencers,afghanistan,influencer,6,2.226911408729429,-2.226911408729429
afghanistan_influencers::UCQANb2YPwAtK-IQJrLaaUFw,war,War,theme,General war framing.,0.3391056954860687,0.6608943045139313,1,9609,influencer,,UCQANb2YPwAtK-IQJrLaaUFw,Brian Tyler Cohen,afghanistan_influencers,afghanistan,influencer,2,-0.5932673355103653,0.5932673355103653
